customer_id;customer_name;city_id
338;Rani Hidayati;8
339;Rani Lestari;8
340;Rani Maharani;8
341;Rani Maulida;8
342;Rani Ningsih;9
343;Rani Nugraheni;9
344;Rani Permata;9
345;Rani Wati;9
346;Rara Lestari;9
347;Rara Maulida;9
348;Rara Pangestuti;9
349;Rara Rahmawati;9
350;Rara Sari;9
351;Ratna Amelia;9
352;Ratna Aprilia;9
353;Ratna Fauziah;9
354;Ratna Hidayati;9
355;Ratna Lestari;9
356;Ratna Oktavia;9
357;Ratna Salsabila;9
358;Ratna Sari;9
359;Ratna Suryani;9
360;Ratna Wulandari;9
361;Reza Wicaksono;9
362;Reza Yulianto;9
363;Rian Fauzi;9
364;Rian Irawan;9
365;Rian Mahendra;9
366;Rian Ramadhan;9
367;Rian Setiaji;9
368;Rian Siregar;9
369;Rian Suryadi;9
370;Rina Kusumawati;10
371;Rina Lestari;10
372;Rina Pangestuti;10
373;Rina Safitri;10
374;Rina Susanti;10
375;Rina Wulandari;10
376;Rina Yuliani;10
377;Rizal Irawan;10
378;Rizal Maulana;10
379;Rizal Mulyono;10
380;Rizal Setiaji;10
381;Rizal Setiawan;10
382;Rizal Utomo;10
383;Rizal Wibowo;10
384;Rizky Fauzan;10
385;Rizky Hakim;10
386;Rizky Nugraha;10
387;Rizky Permadi;10
388;Rizky Suryanto;10
389;Rizky Susanto;10
390;Rudi Aditya;10
391;Rudi Mulyono;10
392;Rudi Santoso;10
393;Rudi Saputra;10
394;Rudi Syahputra;10
395;Rudi Wibowo;10
396;Sari Anjani;10
397;Sari Fitriani;11
398;Sari Kusuma;11
399;Sari Permata;11
400;Sari Prameswari;11
401;Sari Rosita;11
402;Satria Aditya;11
403;Satria Hermawan;11
404;Satria Maulana;11
405;Satria Mulyono;11
406;Satria Rahman;11
407;Satria Suryadi;11
408;Sinta Aulia;11
409;Sinta Kusumawati;11
410;Sinta Ningsih;11
411;Sinta Pertiwi;11
412;Sinta Puspitasari;11
413;Sinta Suryani;11
414;Sinta Susanti;11
415;Siska Aprilia;11
416;Siska Fitriani;11
417;Siska Mardiana;11
418;Siska Nuraini;12
419;Siska Oktavia;12
420;Siska Salsabila;12
421;Siska Setyaningrum;12
422;Siti Aprilia;12
423;Siti Mardiana;12
424;Siti Sari;12
425;Siti Yuliani;12
426;Surya Kurnia;12
427;Surya Mahendra;12
428;Surya Suhendra;12
429;Tania Hapsari;12
430;Tania Maharani;12
431;Tania Pangestuti;12
432;Tania Puspitasari;12
433;Tania Rosita;12
434;Tania Wahyuni;12
435;Taufik Rahman;12
436;Teguh Aditya;12
437;Teguh Firmansyah;12
438;Teguh Kusnadi;12
439;Teguh Mahendra;12
440;Teguh Maulana;12
441;Teguh Rahman;12
442;Teguh Wijaya;12
443;Tiara Hidayati;12
444;Tiara Pertiwi;12
445;Tiara Susanti;12
446;Tiara Yuliani;12
447;Vicky Hidayat;12
448;Vicky Siregar;12
449;Vina Aprilia;12
450;Vina Astuti;12
451;Vina Hapsari;12
452;Vina Maulida;12
453;Vina Ningsih;13
454;Vina Nuraini;13
455;Vina Setyaningrum;13
456;Vina Utami;13
457;Wahyu Fauzan;13
458;Wahyu Gunawan;13
459;Wahyu Hidayat;13
460;Wahyu Mulyono;13
461;Wahyu Permadi;13
462;Wahyu Siregar;13
463;Wahyu Suhendra;13
464;Wahyu Syahputra;13
465;Winda Amelia;13
466;Winda Mardiana;13
467;Winda Prameswari;13
468;Winda Utami;13
469;Winda Wulandari;13
470;Yoga Fauzi;13
471;Yoga Herlambang;13
472;Yoga Setiaji;13
473;Yoga Wicaksono;13
474;Yoga Yulianto;13
475;Yudi Hakim;13
476;Yudi Hermawan;13
477;Yudi Kurnia;14
478;Yudi Kusnadi;14
479;Yudi Prakoso;14
480;Yudi Suryadi;14
481;Yudi Suryanto;14
482;Yudi Wijaya;14
483;Yudi Yulianto;14
484;Yulia Fauziah;14
485;Yulia Maharani;14
486;Yulia Nugraheni;14
487;Yulia Oktaviani;14
488;Yulia Rahma;14
489;Yulia Rahmawati;14
490;Yuni Astuti;14
491;Yuni Aulia;14
492;Yuni Cahyani;14
493;Yusuf Fauzi;14
494;Yusuf Rahman;14
495;Yusuf Suryanto;14
496;Yusuf Wibowo;14
497;Zahra Anggraini;14
